[11-Feb-2021 11:31:02 UTC] PHP Warning:  mysqli_real_connect(): (HY000/1045): Access denied for user ' opetitcoin'@'localhost' (using password: YES) in /var/www/html/Apotheose/OpetitCoin/project-site-de-notation/backend/wordpress/wp/wp-includes/wp-db.php on line 1653
#1 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(NULL, Array)
#2 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php(484): WP_Hook->do_action(Array)
#3 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php(557): do_action('init')
#4 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php(128): require_once('/var/www/html/a...')
#5 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php(42): require_once('/var/www/html/a...')
#6 /var/www/html/apot in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php on line 10
[16-Feb-2021 12:46:07 UTC] PHP Fatal error:  Uncaught Error: Undefined class constant 'POST_TYPE_META_KEYS' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php:10
Stack trace:
#0 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(287): OpetitCoin\CommentType\CommentType::registerMetas('')
#1 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(NULL, Array)
#2 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php(484): WP_Hook->do_action(Array)
#3 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php(557): do_action('init')
#4 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php(128): require_once('/var/www/html/a...')
#5 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php(42): require_once('/var/www/html/a...')
#6 /var/www/html/apot in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php on line 10
[16-Feb-2021 12:47:50 UTC] PHP Fatal error:  Uncaught Error: Undefined class constant 'POST_TYPE_META_KEYS' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php:10
Stack trace:
#0 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(287): OpetitCoin\CommentType\CommentType::registerMetas('')
#1 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(NULL, Array)
#2 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php(484): WP_Hook->do_action(Array)
#3 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php(557): do_action('init')
#4 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php(128): require_once('/var/www/html/a...')
#5 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php(42): require_once('/var/www/html/a...')
#6 /var/www/html/apot in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php on line 10
[16-Feb-2021 12:47:51 UTC] PHP Fatal error:  Uncaught Error: Undefined class constant 'POST_TYPE_META_KEYS' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php:10
Stack trace:
#0 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(287): OpetitCoin\CommentType\CommentType::registerMetas('')
#1 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(NULL, Array)
#2 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php(484): WP_Hook->do_action(Array)
#3 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php(557): do_action('init')
#4 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php(128): require_once('/var/www/html/a...')
#5 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php(42): require_once('/var/www/html/a...')
#6 /var/www/html/apot in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php on line 10
[16-Feb-2021 12:47:52 UTC] PHP Fatal error:  Uncaught Error: Undefined class constant 'POST_TYPE_META_KEYS' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php:10
Stack trace:
#0 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(287): OpetitCoin\CommentType\CommentType::registerMetas('')
#1 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(NULL, Array)
#2 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php(484): WP_Hook->do_action(Array)
#3 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php(557): do_action('init')
#4 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php(128): require_once('/var/www/html/a...')
#5 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php(42): require_once('/var/www/html/a...')
#6 /var/www/html/apot in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php on line 10
[16-Feb-2021 12:50:13 UTC] PHP Fatal error:  Uncaught Error: Undefined class constant 'COMMENT_TYPE_META_KEYS' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php:10
Stack trace:
#0 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(287): OpetitCoin\CommentType\CommentType::registerMetas('')
#1 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(NULL, Array)
#2 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php(484): WP_Hook->do_action(Array)
#3 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php(557): do_action('init')
#4 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php(128): require_once('/var/www/html/a...')
#5 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php(42): require_once('/var/www/html/a...')
#6 /var/www/html/a in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php on line 10
[16-Feb-2021 12:50:14 UTC] PHP Fatal error:  Uncaught Error: Undefined class constant 'COMMENT_TYPE_META_KEYS' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php:10
Stack trace:
#0 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(287): OpetitCoin\CommentType\CommentType::registerMetas('')
#1 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(NULL, Array)
#2 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php(484): WP_Hook->do_action(Array)
#3 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php(557): do_action('init')
#4 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php(128): require_once('/var/www/html/a...')
#5 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php(42): require_once('/var/www/html/a...')
#6 /var/www/html/a in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php on line 10
[16-Feb-2021 12:50:47 UTC] PHP Fatal error:  Uncaught Error: Undefined class constant 'COMMENT_TYPE_META_KEYS' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php:10
Stack trace:
#0 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(287): OpetitCoin\CommentType\CommentType::registerMetas('')
#1 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(NULL, Array)
#2 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php(484): WP_Hook->do_action(Array)
#3 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php(557): do_action('init')
#4 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php(128): require_once('/var/www/html/a...')
#5 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php(42): require_once('/var/www/html/a...')
#6 /var/www/html/a in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php on line 10
[16-Feb-2021 12:50:48 UTC] PHP Fatal error:  Uncaught Error: Undefined class constant 'COMMENT_TYPE_META_KEYS' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php:10
Stack trace:
#0 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(287): OpetitCoin\CommentType\CommentType::registerMetas('')
#1 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(NULL, Array)
#2 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php(484): WP_Hook->do_action(Array)
#3 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php(557): do_action('init')
#4 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php(128): require_once('/var/www/html/a...')
#5 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php(42): require_once('/var/www/html/a...')
#6 /var/www/html/a in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php on line 10
[16-Feb-2021 12:55:42 UTC] PHP Fatal error:  Uncaught Error: Undefined class constant 'COMMENT_TYPE_META_KEYS' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php:9
Stack trace:
#0 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(287): OpetitCoin\CommentType\CommentType::registerMetas('')
#1 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(NULL, Array)
#2 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php(484): WP_Hook->do_action(Array)
#3 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php(557): do_action('init')
#4 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php(128): require_once('/var/www/html/a...')
#5 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php(42): require_once('/var/www/html/a...')
#6 /var/www/html/ap in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php on line 9
[16-Feb-2021 12:55:57 UTC] PHP Fatal error:  Uncaught Error: Undefined class constant 'COMMENT_TYPE_META_KEYS' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php:9
Stack trace:
#0 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(287): OpetitCoin\CommentType\CommentType::registerMetas('')
#1 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(NULL, Array)
#2 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php(484): WP_Hook->do_action(Array)
#3 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php(557): do_action('init')
#4 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php(128): require_once('/var/www/html/a...')
#5 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php(42): require_once('/var/www/html/a...')
#6 /var/www/html/ap in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php on line 9
[16-Feb-2021 12:57:58 UTC] PHP Fatal error:  Uncaught Error: Undefined class constant 'COMMENT_TYPE_META_KEYS' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php:9
Stack trace:
#0 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(287): OpetitCoin\CommentType\CommentType::registerMetas('')
#1 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(NULL, Array)
#2 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php(484): WP_Hook->do_action(Array)
#3 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php(557): do_action('init')
#4 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php(128): require_once('/var/www/html/a...')
#5 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php(42): require_once('/var/www/html/a...')
#6 /var/www/html/ap in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php on line 9
[16-Feb-2021 12:59:58 UTC] PHP Fatal error:  Uncaught Error: Undefined class constant 'COMMENT_TYPE_META_KEYS' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php:9
Stack trace:
#0 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(287): OpetitCoin\CommentType\CommentType::registerMetas('')
#1 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(NULL, Array)
#2 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php(484): WP_Hook->do_action(Array)
#3 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php(557): do_action('init')
#4 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php(128): require_once('/var/www/html/a...')
#5 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php(42): require_once('/var/www/html/a...')
#6 /var/www/html/ap in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php on line 9
[16-Feb-2021 13:01:59 UTC] PHP Fatal error:  Uncaught Error: Undefined class constant 'COMMENT_TYPE_META_KEYS' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php:9
Stack trace:
#0 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(287): OpetitCoin\CommentType\CommentType::registerMetas('')
#1 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(NULL, Array)
#2 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php(484): WP_Hook->do_action(Array)
#3 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php(557): do_action('init')
#4 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php(128): require_once('/var/www/html/a...')
#5 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php(42): require_once('/var/www/html/a...')
#6 /var/www/html/ap in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php on line 9
[16-Feb-2021 13:03:59 UTC] PHP Fatal error:  Uncaught Error: Undefined class constant 'COMMENT_TYPE_META_KEYS' in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php:9
Stack trace:
#0 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(287): OpetitCoin\CommentType\CommentType::registerMetas('')
#1 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/class-wp-hook.php(311): WP_Hook->apply_filters(NULL, Array)
#2 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-includes/plugin.php(484): WP_Hook->do_action(Array)
#3 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-settings.php(557): do_action('init')
#4 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp-config.php(128): require_once('/var/www/html/a...')
#5 /var/www/html/apotheose/project-site-de-notation/backend/wordpress/wp/wp-load.php(42): require_once('/var/www/html/a...')
#6 /var/www/html/ap in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/CommentType/CommentType.php on line 9
[16-Feb-2021 13:27:04 UTC] PHP Parse error:  syntax error, unexpected 'add_filter' (T_STRING) in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/Plugin.php on line 46
[16-Feb-2021 13:27:04 UTC] PHP Fatal error:  Exception thrown without a stack frame in Unknown on line 0
[16-Feb-2021 13:27:05 UTC] PHP Parse error:  syntax error, unexpected 'add_filter' (T_STRING) in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/Plugin.php on line 46
[16-Feb-2021 13:27:05 UTC] PHP Fatal error:  Exception thrown without a stack frame in Unknown on line 0
[16-Feb-2021 13:27:05 UTC] PHP Parse error:  syntax error, unexpected 'add_filter' (T_STRING) in /var/www/html/apotheose/project-site-de-notation/backend/wordpress/content/plugins/opetitcoin/Plugin.php on line 46
[16-Feb-2021 13:27:05 UTC] PHP Fatal error:  Exception thrown without a stack frame in Unknown on line 0
